Freq.	V(N004,N006)/-I(V2)-V(n006)/I(R5)
1.47910838816796e+002	(-3.89889830859803e+001dB,6.99505894124841e+000°)
1.48251808514570e+002	(-3.89886842339990e+001dB,7.01102265119398e+000°)
1.48593564228676e+002	(-3.89883840233860e+001dB,7.02702205493336e+000°)
1.48936107771066e+002	(-3.89880824477430e+001dB,7.04305722696367e+000°)
1.49279440957875e+002	(-3.89877795014298e+001dB,7.05912824256088e+000°)
1.49623565609418e+002	(-3.89874751779078e+001dB,7.07523517641306e+000°)
1.49968483550212e+002	(-3.89871694713102e+001dB,7.09137810388522e+000°)
1.50314196608977e+002	(-3.89868623752198e+001dB,7.10755710004049e+000°)
1.50660706618649e+002	(-3.89865538834544e+001dB,7.12377224030612e+000°)
1.51008015416389e+002	(-3.89862439898929e+001dB,7.14002360025710e+000°)
1.51356124843595e+002	(-3.89859326881249e+001dB,7.15631125540710e+000°)
1.51705036745908e+002	(-3.89856199719753e+001dB,7.17263528159283e+000°)
1.52054752973224e+002	(-3.89853058350672e+001dB,7.18899575463838e+000°)
1.52405275379703e+002	(-3.89849902709092e+001dB,7.20539275041372e+000°)
1.52756605823781e+002	(-3.89846732734187e+001dB,7.22182634527273e+000°)
1.53108746168177e+002	(-3.89843548360500e+001dB,7.23829661532390e+000°)
1.53461698279903e+002	(-3.89840349523168e+001dB,7.25480363686955e+000°)
1.53815464030277e+002	(-3.89837136157926e+001dB,7.27134748640681e+000°)
1.54170045294930e+002	(-3.89833908199354e+001dB,7.28792824049865e+000°)
1.54525443953815e+002	(-3.89830665582633e+001dB,7.30454597587207e+000°)
1.54881661891222e+002	(-3.89827408242661e+001dB,7.32120076939505e+000°)
1.55238700995782e+002	(-3.89824136114053e+001dB,7.33789269804955e+000°)
1.55596563160481e+002	(-3.89820849130275e+001dB,7.35462183887251e+000°)
1.55955250282669e+002	(-3.89817547224508e+001dB,7.37138826901085e+000°)
1.56314764264069e+002	(-3.89814230328777e+001dB,7.38819206566722e+000°)
1.56675107010788e+002	(-3.89810898380921e+001dB,7.40503330668151e+000°)
1.57036280433329e+002	(-3.89807551309783e+001dB,7.42191206926891e+000°)
1.57398286446595e+002	(-3.89804189050014e+001dB,7.43882843128021e+000°)
1.57761126969908e+002	(-3.89800811531622e+001dB,7.45578247032972e+000°)
1.58124803927012e+002	(-3.89797418687808e+001dB,7.47277426444247e+000°)
1.58489319246084e+002	(-3.89794010450614e+001dB,7.48980389168644e+000°)
1.58854674859751e+002	(-3.89790586750916e+001dB,7.50687143017663e+000°)
1.59220872705090e+002	(-3.89787147520170e+001dB,7.52397695822345e+000°)
1.59587914723646e+002	(-3.89783692686928e+001dB,7.54112055401676e+000°)
1.59955802861440e+002	(-3.89780222185532e+001dB,7.55830229643118e+000°)
1.60324539068977e+002	(-3.89776735944811e+001dB,7.57552226398205e+000°)
1.60694125301260e+002	(-3.89773233893298e+001dB,7.59278053528741e+000°)
1.61064563517800e+002	(-3.89769715960963e+001dB,7.61007718927273e+000°)
1.61435855682621e+002	(-3.89766182078347e+001dB,7.62741230503575e+000°)
1.61808003764279e+002	(-3.89762632172210e+001dB,7.64478596150037e+000°)
1.62181009735865e+002	(-3.89759066174231e+001dB,7.66219823814933e+000°)
1.62554875575021e+002	(-3.89755484010563e+001dB,7.67964921415161e+000°)
1.62929603263944e+002	(-3.89751885609665e+001dB,7.69713896899939e+000°)
1.63305194789406e+002	(-3.89748270899689e+001dB,7.71466758232210e+000°)
1.63681652142753e+002	(-3.89744639807612e+001dB,7.73223513378082e+000°)
1.64058977319926e+002	(-3.89740992260970e+001dB,7.74984170323443e+000°)
1.64437172321465e+002	(-3.89737328186121e+001dB,7.76748737058037e+000°)
1.64816239152523e+002	(-3.89733647510852e+001dB,7.78517221598957e+000°)
1.65196179822873e+002	(-3.89729950160026e+001dB,7.80289631952752e+000°)
1.65576996346924e+002	(-3.89726236060803e+001dB,7.82065976159536e+000°)
1.65958690743728e+002	(-3.89722505136552e+001dB,7.83846262241543e+000°)
1.66341265036988e+002	(-3.89718757314672e+001dB,7.85630498269910e+000°)
1.66724721255078e+002	(-3.89714992518767e+001dB,7.87418692297769e+000°)
1.67109061431042e+002	(-3.89711210673862e+001dB,7.89210852404996e+000°)
1.67494287602615e+002	(-3.89707411703794e+001dB,7.91006986675419e+000°)
1.67880401812227e+002	(-3.89703595533815e+001dB,7.92807103220489e+000°)
1.68267406107018e+002	(-3.89699762087991e+001dB,7.94611210154222e+000°)
1.68655302538845e+002	(-3.89695911286581e+001dB,7.96419315572695e+000°)
1.69044093164297e+002	(-3.89692043056479e+001dB,7.98231427645434e+000°)
1.69433780044704e+002	(-3.89688157316428e+001dB,8.00047554482381e+000°)
1.69824365246145e+002	(-3.89684253990061e+001dB,8.01867704252232e+000°)
1.70215850839466e+002	(-3.89680333003283e+001dB,8.03691885161336e+000°)
1.70608238900283e+002	(-3.89676394271252e+001dB,8.05520105329518e+000°)
1.71001531508999e+002	(-3.89672437720084e+001dB,8.07352372992568e+000°)
1.71395730750813e+002	(-3.89668463269482e+001dB,8.09188696341772e+000°)
1.71790838715729e+002	(-3.89664470837950e+001dB,8.11029083572592e+000°)
1.72186857498571e+002	(-3.89660460349734e+001dB,8.12873542947255e+000°)
1.72583789198991e+002	(-3.89656431721801e+001dB,8.14722082674491e+000°)
1.72981635921480e+002	(-3.89652384875982e+001dB,8.16574711025448e+000°)
1.73380399775384e+002	(-3.89648319729439e+001dB,8.18431436239079e+000°)
1.73780082874908e+002	(-3.89644236202461e+001dB,8.20292266599880e+000°)
1.74180687339131e+002	(-3.89640134213260e+001dB,8.22157210387132e+000°)
1.74582215292020e+002	(-3.89636013680574e+001dB,8.24026275899349e+000°)
1.74984668862436e+002	(-3.89631874521930e+001dB,8.25899471438560e+000°)
1.75388050184146e+002	(-3.89627716654510e+001dB,8.27776805317322e+000°)
1.75792361395839e+002	(-3.89623539996019e+001dB,8.29658285868191e+000°)
1.76197604641133e+002	(-3.89619344463810e+001dB,8.31543921434912e+000°)
1.76603782068586e+002	(-3.89615129973156e+001dB,8.33433720356035e+000°)
1.77010895831712e+002	(-3.89610896441582e+001dB,8.35327691004991e+000°)
1.77418948088986e+002	(-3.89606643785388e+001dB,8.37225841760654e+000°)
1.77827941003862e+002	(-3.89602371917930e+001dB,8.39128180984650e+000°)
1.78237876744778e+002	(-3.89598080756535e+001dB,8.41034717094266e+000°)
1.78648757485174e+002	(-3.89593770213846e+001dB,8.42945458473867e+000°)
1.79060585403499e+002	(-3.89589440205614e+001dB,8.44860413554239e+000°)
1.79473362683222e+002	(-3.89585090646367e+001dB,8.46779590767052e+000°)
1.79887091512848e+002	(-3.89580721447671e+001dB,8.48702998530202e+000°)
1.80301774085926e+002	(-3.89576332525930e+001dB,8.50630645324858e+000°)
1.80717412601061e+002	(-3.89571923791988e+001dB,8.52562539590324e+000°)
1.81134009261929e+002	(-3.89567495158059e+001dB,8.54498689794105e+000°)
1.81551566277282e+002	(-3.89563046536859e+001dB,8.56439104423225e+000°)
1.81970085860967e+002	(-3.89558577842464e+001dB,8.58383791993826e+000°)
1.82389570231932e+002	(-3.89554088982529e+001dB,8.60332760969775e+000°)
1.82810021614243e+002	(-3.89549579872124e+001dB,8.62286019907355e+000°)
1.83231442237089e+002	(-3.89545050418164e+001dB,8.64243577291637e+000°)
1.83653834334803e+002	(-3.89540500533245e+001dB,8.66205441682458e+000°)
1.84077200146864e+002	(-3.89535930126999e+001dB,8.68171621622157e+000°)
1.84501541917915e+002	(-3.89531339109545e+001dB,8.70142125672918e+000°)
1.84926861897776e+002	(-3.89526727388895e+001dB,8.72116962390883e+000°)
1.85353162341449e+002	(-3.89522094875285e+001dB,8.74096140366905e+000°)
1.85780445509138e+002	(-3.89517441475100e+001dB,8.76079668170855e+000°)
1.86208713666254e+002	(-3.89512767100410e+001dB,8.78067554441600e+000°)
1.86637969083435e+002	(-3.89508071653389e+001dB,8.80059807731359e+000°)
1.87068214036548e+002	(-3.89503355046199e+001dB,8.82056436711470e+000°)
1.87499450806709e+002	(-3.89498617182841e+001dB,8.84057449981277e+000°)
1.87931681680294e+002	(-3.89493857971250e+001dB,8.86062856196157e+000°)
1.88364908948947e+002	(-3.89489077317243e+001dB,8.88072664005169e+000°)
1.88799134909597e+002	(-3.89484275127120e+001dB,8.90086882073124e+000°)
1.89234361864465e+002	(-3.89479451305918e+001dB,8.92105519069676e+000°)
1.89670592121082e+002	(-3.89474605756559e+001dB,8.94128583654659e+000°)
1.90107827992297e+002	(-3.89469738386754e+001dB,8.96156084553305e+000°)
1.90546071796292e+002	(-3.89464849100367e+001dB,8.98188030463206e+000°)
1.90985325856591e+002	(-3.89459937799130e+001dB,9.00224430077075e+000°)
1.91425592502075e+002	(-3.89455004387843e+001dB,9.02265292129922e+000°)
1.91866874066996e+002	(-3.89450048769175e+001dB,9.04310625351500e+000°)
1.92309172890982e+002	(-3.89445070845394e+001dB,9.06360438480852e+000°)
1.92752491319060e+002	(-3.89440070520093e+001dB,9.08414740284512e+000°)
1.93196831701659e+002	(-3.89435047693013e+001dB,9.10473539502509e+000°)
1.93642196394627e+002	(-3.89430002266935e+001dB,9.12536844922710e+000°)
1.94088587759244e+002	(-3.89424934141651e+001dB,9.14604665314282e+000°)
1.94536008162232e+002	(-3.89419843219134e+001dB,9.16677009482040e+000°)
1.94984459975770e+002	(-3.89414729398355e+001dB,9.18753886216733e+000°)
1.95433945577505e+002	(-3.89409592579607e+001dB,9.20835304332569e+000°)
1.95884467350565e+002	(-3.89404432662762e+001dB,9.22921272658189e+000°)
1.96336027683570e+002	(-3.89399249545560e+001dB,9.25011800009754e+000°)
1.96788628970650e+002	(-3.89394043127050e+001dB,9.27106895232544e+000°)
1.97242273611451e+002	(-3.89388813304997e+001dB,9.29206567173769e+000°)
1.97696964011151e+002	(-3.89383559977618e+001dB,9.31310824696307e+000°)
1.98152702580475e+002	(-3.89378283041844e+001dB,9.33419676665576e+000°)
1.98609491735702e+002	(-3.89372982393322e+001dB,9.35533131945504e+000°)
1.99067333898684e+002	(-3.89367657930727e+001dB,9.37651199448220e+000°)
1.99526231496853e+002	(-3.89362309548862e+001dB,9.39773888056087e+000°)
1.99986186963239e+002	(-3.89356937142963e+001dB,9.41901206671436e+000°)
2.00447202736481e+002	(-3.89351540606983e+001dB,9.44033164194727e+000°)
2.00909281260838e+002	(-3.89346119839613e+001dB,9.46169769593242e+000°)
2.01372424986203e+002	(-3.89340674729633e+001dB,9.48311031740646e+000°)
2.01836636368121e+002	(-3.89335205174875e+001dB,9.50456959621083e+000°)
2.02301917867792e+002	(-3.89329711066703e+001dB,9.52607562163163e+000°)
2.02768271952093e+002	(-3.89324192299494e+001dB,9.54762848341766e+000°)
2.03235701093586e+002	(-3.89318648764606e+001dB,9.56922827111398e+000°)
2.03704207770536e+002	(-3.89313080354678e+001dB,9.59087507455837e+000°)
2.04173794466917e+002	(-3.89307486959332e+001dB,9.61256898336932e+000°)
2.04644463672431e+002	(-3.89301868473765e+001dB,9.63431008796500e+000°)
2.05116217882520e+002	(-3.89296224784141e+001dB,9.65609847782794e+000°)
2.05589059598378e+002	(-3.89290555783908e+001dB,9.67793424345125e+000°)
2.06062991326964e+002	(-3.89284861360917e+001dB,9.69981747479738e+000°)
2.06538015581017e+002	(-3.89279141406873e+001dB,9.72174826240526e+000°)
2.07014134879068e+002	(-3.89273395808724e+001dB,9.74372669643017e+000°)
2.07491351745454e+002	(-3.89267624454695e+001dB,9.76575286728246e+000°)
2.07969668710333e+002	(-3.89261827233418e+001dB,9.78782686556473e+000°)
2.08449088309692e+002	(-3.89256004033930e+001dB,9.80994878206057e+000°)
2.08929613085367e+002	(-3.89250154740516e+001dB,9.83211870713918e+000°)
2.09411245585052e+002	(-3.89244279241302e+001dB,9.85433673174872e+000°)
2.09893988362315e+002	(-3.89238377423097e+001dB,9.87660294681911e+000°)
2.10377843976610e+002	(-3.89232449170536e+001dB,9.89891744314043e+000°)
2.10862814993292e+002	(-3.89226494368640e+001dB,9.92128031173152e+000°)
2.11348903983627e+002	(-3.89220512903698e+001dB,9.94369164384088e+000°)
2.11836113524813e+002	(-3.89214504658090e+001dB,9.96615153043017e+000°)
2.12324446199984e+002	(-3.89208469517177e+001dB,9.98866006289991e+000°)
2.12813904598234e+002	(-3.89202407363263e+001dB,1.00112173324669e+001°)
2.13304491314620e+002	(-3.89196318079051e+001dB,1.00338234305042e+001°)
2.13796208950185e+002	(-3.89190201549345e+001dB,1.00564784487636e+001°)
2.14289060111968e+002	(-3.89184057652468e+001dB,1.00791824783695e+001°)
2.14783047413015e+002	(-3.89177886273140e+001dB,1.01019356113188e+001°)
2.15278173472399e+002	(-3.89171687289589e+001dB,1.01247379390011e+001°)
2.15774440915228e+002	(-3.89165460583867e+001dB,1.01475895533556e+001°)
2.16271852372664e+002	(-3.89159206036682e+001dB,1.01704905463081e+001°)
2.16770410481931e+002	(-3.89152923526548e+001dB,1.01934410096498e+001°)
2.17270117886336e+002	(-3.89146612933218e+001dB,1.02164410354317e+001°)
2.17770977235277e+002	(-3.89140274133377e+001dB,1.02394907155097e+001°)
2.18272991184261e+002	(-3.89133907006668e+001dB,1.02625901421680e+001°)
2.18776162394916e+002	(-3.89127511431381e+001dB,1.02857394076908e+001°)
2.19280493535006e+002	(-3.89121087283604e+001dB,1.03089386042211e+001°)
2.19785987278443e+002	(-3.89114634438942e+001dB,1.03321878239496e+001°)
2.20292646305306e+002	(-3.89108152775930e+001dB,1.03554871595636e+001°)
2.20800473301851e+002	(-3.89101642168326e+001dB,1.03788367033023e+001°)
2.21309470960524e+002	(-3.89095102491966e+001dB,1.04022365477710e+001°)
2.21819641979982e+002	(-3.89088533620472e+001dB,1.04256867854394e+001°)
2.22330989065101e+002	(-3.89081935429545e+001dB,1.04491875091406e+001°)
2.22843514926991e+002	(-3.89075307791810e+001dB,1.04727388114695e+001°)
2.23357222283013e+002	(-3.89068650580246e+001dB,1.04963407851974e+001°)
2.23872113856794e+002	(-3.89061963668198e+001dB,1.05199935232219e+001°)
2.24388192378237e+002	(-3.89055246927630e+001dB,1.05436971184538e+001°)
2.24905460583538e+002	(-3.89048500230018e+001dB,1.05674516638130e+001°)
2.25423921215203e+002	(-3.89041723445463e+001dB,1.05912572522038e+001°)
2.25943577022057e+002	(-3.89034916444419e+001dB,1.06151139766768e+001°)
2.26464430759266e+002	(-3.89028079100248e+001dB,1.06390219307731e+001°)
2.26986485188342e+002	(-3.89021211278098e+001dB,1.06629812071359e+001°)
2.27509743077166e+002	(-3.89014312851159e+001dB,1.06869918995202e+001°)
2.28034207200001e+002	(-3.89007383683554e+001dB,1.07110541006753e+001°)
2.28559880337502e+002	(-3.89000423646578e+001dB,1.07351679043710e+001°)
2.29086765276736e+002	(-3.88993432606735e+001dB,1.07593334038913e+001°)
2.29614864811195e+002	(-3.88986410430011e+001dB,1.07835506925628e+001°)
2.30144181740810e+002	(-3.88979356984431e+001dB,1.08078198640963e+001°)
2.30674718871966e+002	(-3.88972272132366e+001dB,1.08321410116064e+001°)
2.31206479017518e+002	(-3.88965155744206e+001dB,1.08565142293398e+001°)
2.31739464996806e+002	(-3.88958007682126e+001dB,1.08809396106104e+001°)
2.32273679635669e+002	(-3.88950827809481e+001dB,1.09054172489998e+001°)
2.32809125766459e+002	(-3.88943615992504e+001dB,1.09299472385810e+001°)
2.33345806228058e+002	(-3.88936372091784e+001dB,1.09545296727946e+001°)
2.33883723865894e+002	(-3.88929095972482e+001dB,1.09791646458237e+001°)
2.34422881531950e+002	(-3.88921787494972e+001dB,1.10038522512991e+001°)
2.34963282084789e+002	(-3.88914446521637e+001dB,1.10285925832631e+001°)
2.35504928389559e+002	(-3.88907072911765e+001dB,1.10533857354581e+001°)
2.36047823318015e+002	(-3.88899666528373e+001dB,1.10782318022073e+001°)
2.36591969748533e+002	(-3.88892227229664e+001dB,1.11031308773414e+001°)
2.37137370566123e+002	(-3.88884754875858e+001dB,1.11280830550471e+001°)
2.37684028662445e+002	(-3.88877249325772e+001dB,1.11530884294560e+001°)
2.38231946935826e+002	(-3.88869710438534e+001dB,1.11781470948299e+001°)
2.38781128291275e+002	(-3.88862138069308e+001dB,1.12032591450381e+001°)
2.39331575640496e+002	(-3.88854532077823e+001dB,1.12284246746413e+001°)
2.39883291901906e+002	(-3.88846892319847e+001dB,1.12536437777925e+001°)
2.40436280000650e+002	(-3.88839218649733e+001dB,1.12789165485855e+001°)
2.40990542868616e+002	(-3.88831510926404e+001dB,1.13042430817736e+001°)
2.41546083444450e+002	(-3.88823769003098e+001dB,1.13296234715280e+001°)
2.42102904673574e+002	(-3.88815992733355e+001dB,1.13550578121201e+001°)
2.42661009508198e+002	(-3.88808181971857e+001dB,1.13805461980853e+001°)
2.43220400907338e+002	(-3.88800336571865e+001dB,1.14060887238877e+001°)
2.43781081836831e+002	(-3.88792456386931e+001dB,1.14316854841157e+001°)
2.44343055269353e+002	(-3.88784541267490e+001dB,1.14573365730472e+001°)
2.44906324184430e+002	(-3.88776591065949e+001dB,1.14830420853518e+001°)
2.45470891568459e+002	(-3.88768605631608e+001dB,1.15088021153476e+001°)
2.46036760414718e+002	(-3.88760584818293e+001dB,1.15346167580666e+001°)
2.46603933723389e+002	(-3.88752528474148e+001dB,1.15604861079059e+001°)
2.47172414501568e+002	(-3.88744436446750e+001dB,1.15864102592515e+001°)
2.47742205763284e+002	(-3.88736308587349e+001dB,1.16123893070940e+001°)
2.48313310529512e+002	(-3.88728144742367e+001dB,1.16384233458633e+001°)
2.48885731828194e+002	(-3.88719944760185e+001dB,1.16645124703788e+001°)
2.49459472694250e+002	(-3.88711708486920e+001dB,1.16906567752050e+001°)
2.50034536169598e+002	(-3.88703435769790e+001dB,1.17168563551854e+001°)
2.50610925303166e+002	(-3.88695126453737e+001dB,1.17431113049328e+001°)
2.51188643150912e+002	(-3.88686780383965e+001dB,1.17694217191861e+001°)
2.51767692775840e+002	(-3.88678397405082e+001dB,1.17957876927159e+001°)
2.52348077248012e+002	(-3.88669977362815e+001dB,1.18222093205048e+001°)
2.52929799644569e+002	(-3.88661520097195e+001dB,1.18486866968786e+001°)
2.53512863049745e+002	(-3.88653025452764e+001dB,1.18752199168398e+001°)
2.54097270554884e+002	(-3.88644493271755e+001dB,1.19018090752049e+001°)
2.54683025258458e+002	(-3.88635923396668e+001dB,1.19284542668718e+001°)
2.55270130266078e+002	(-3.88627315665155e+001dB,1.19551555861814e+001°)
2.55858588690518e+002	(-3.88618669921052e+001dB,1.19819131284164e+001°)
2.56448403651725e+002	(-3.88609986002508e+001dB,1.20087269881517e+001°)
2.57039578276840e+002	(-3.88601263751304e+001dB,1.20355972605545e+001°)
2.57632115700211e+002	(-3.88592503000148e+001dB,1.20625240395934e+001°)
2.58226019063413e+002	(-3.88583703591297e+001dB,1.20895074206909e+001°)
2.58821291515262e+002	(-3.88574865361322e+001dB,1.21165474985366e+001°)
2.59417936211834e+002	(-3.88565988147037e+001dB,1.21436443679165e+001°)
2.60015956316480e+002	(-3.88557071784625e+001dB,1.21707981236630e+001°)
2.60615354999842e+002	(-3.88548116107984e+001dB,1.21980088603055e+001°)
2.61216135439873e+002	(-3.88539120953771e+001dB,1.22252766728691e+001°)
2.61818300821851e+002	(-3.88530086155482e+001dB,1.22526016560281e+001°)
2.62421854338396e+002	(-3.88521011546006e+001dB,1.22799839044098e+001°)
2.63026799189490e+002	(-3.88511896959292e+001dB,1.23074235129089e+001°)
2.63633138582490e+002	(-3.88502742228672e+001dB,1.23349205763815e+001°)
2.64240875732146e+002	(-3.88493547182632e+001dB,1.23624751890556e+001°)
2.64850013860622e+002	(-3.88484311654938e+001dB,1.23900874460186e+001°)
2.65460556197505e+002	(-3.88475035475349e+001dB,1.24177574418633e+001°)
2.66072505979832e+002	(-3.88465718473851e+001dB,1.24454852712434e+001°)
2.66685866452099e+002	(-3.88456360478102e+001dB,1.24732710285753e+001°)
2.67300640866282e+002	(-3.88446961317658e+001dB,1.25011148086252e+001°)
2.67916832481854e+002	(-3.88437520821450e+001dB,1.25290167061208e+001°)
2.68534444565802e+002	(-3.88428038816074e+001dB,1.25569768155414e+001°)
2.69153480392642e+002	(-3.88418515128345e+001dB,1.25849952314291e+001°)
2.69773943244443e+002	(-3.88408949582737e+001dB,1.26130720480966e+001°)
2.70395836410835e+002	(-3.88399342005628e+001dB,1.26412073601603e+001°)
2.71019163189035e+002	(-3.88389692222742e+001dB,1.26694012622394e+001°)
2.71643926883859e+002	(-3.88380000056639e+001dB,1.26976538485138e+001°)
2.72270130807741e+002	(-3.88370265330068e+001dB,1.27259652132876e+001°)
2.72897778280754e+002	(-3.88360487866821e+001dB,1.27543354510632e+001°)
2.73526872630621e+002	(-3.88350667490044e+001dB,1.27827646563011e+001°)
2.74157417192738e+002	(-3.88340804018853e+001dB,1.28112529229449e+001°)
2.74789415310189e+002	(-3.88330897275927e+001dB,1.28398003455213e+001°)
2.75422870333766e+002	(-3.88320947079933e+001dB,1.28684070179790e+001°)
2.76057785621984e+002	(-3.88310953251390e+001dB,1.28970730346595e+001°)
2.76694164541100e+002	(-3.88300915609329e+001dB,1.29257984896979e+001°)
2.77332010465133e+002	(-3.88290833971284e+001dB,1.29545834770511e+001°)
2.77971326775878e+002	(-3.88280708153271e+001dB,1.29834280905499e+001°)
2.78612116862926e+002	(-3.88270537974026e+001dB,1.30123324244313e+001°)
2.79254384123682e+002	(-3.88260323248258e+001dB,1.30412965723794e+001°)
2.79898131963385e+002	(-3.88250063793352e+001dB,1.30703206285897e+001°)
2.80543363795120e+002	(-3.88239759422688e+001dB,1.30994046866304e+001°)
2.81190083039842e+002	(-3.88229409949804e+001dB,1.31285488401745e+001°)
2.81838293126393e+002	(-3.88219015189251e+001dB,1.31577531831003e+001°)
2.82487997491519e+002	(-3.88208574952394e+001dB,1.31870178088172e+001°)
2.83139199579886e+002	(-3.88198089053277e+001dB,1.32163428112069e+001°)
2.83791902844103e+002	(-3.88187557301915e+001dB,1.32457282835722e+001°)
2.84446110744739e+002	(-3.88176979509311e+001dB,1.32751743194401e+001°)
2.85101826750338e+002	(-3.88166355485813e+001dB,1.33046810122156e+001°)
2.85759054337442e+002	(-3.88155685040235e+001dB,1.33342484551451e+001°)
2.86417796990605e+002	(-3.88144967981554e+001dB,1.33638767415260e+001°)
2.87078058202416e+002	(-3.88134204116381e+001dB,1.33935659643401e+001°)
2.87739841473514e+002	(-3.88123393254005e+001dB,1.34233162169932e+001°)
2.88403150312607e+002	(-3.88112535200507e+001dB,1.34531275924509e+001°)
2.89067988236494e+002	(-3.88101629761286e+001dB,1.34830001835835e+001°)
2.89734358770079e+002	(-3.88090676741042e+001dB,1.35129340832116e+001°)
2.90402265446391e+002	(-3.88079675945473e+001dB,1.35429293843111e+001°)
2.91071711806607e+002	(-3.88068627177897e+001dB,1.35729861795378e+001°)
2.91742701400063e+002	(-3.88057530240114e+001dB,1.36031045613079e+001°)
2.92415237784279e+002	(-3.88046384936563e+001dB,1.36332846225159e+001°)
2.93089324524978e+002	(-3.88035191067651e+001dB,1.36635264554069e+001°)
2.93764965196099e+002	(-3.88023948434745e+001dB,1.36938301524458e+001°)
2.94442163379821e+002	(-3.88012656838532e+001dB,1.37241958059573e+001°)
2.95120922666584e+002	(-3.88001316077312e+001dB,1.37546235079346e+001°)
2.95801246655100e+002	(-3.87989925951190e+001dB,1.37851133506912e+001°)
2.96483138952379e+002	(-3.87978486258730e+001dB,1.38156654263015e+001°)
2.97166603173747e+002	(-3.87966996794461e+001dB,1.38462798261838e+001°)
2.97851642942864e+002	(-3.87955457358869e+001dB,1.38769566427737e+001°)
2.98538261891740e+002	(-3.87943867745061e+001dB,1.39076959672997e+001°)
2.99226463660763e+002	(-3.87932227750444e+001dB,1.39384978917012e+001°)
2.99916251898709e+002	(-3.87920537168364e+001dB,1.39693625072945e+001°)
3.00607630262767e+002	(-3.87908795793132e+001dB,1.40002899055362e+001°)
3.01300602418556e+002	(-3.87897003416677e+001dB,1.40312801775034e+001°)
3.01995172040145e+002	(-3.87885159834374e+001dB,1.40623334148595e+001°)
3.02691342810074e+002	(-3.87873264835050e+001dB,1.40934497081872e+001°)
3.03389118419370e+002	(-3.87861318210971e+001dB,1.41246291486627e+001°)
3.04088502567571e+002	(-3.87849319752029e+001dB,1.41558718270421e+001°)
3.04789498962741e+002	(-3.87837269246561e+001dB,1.41871778338193e+001°)
3.05492111321494e+002	(-3.87825166485496e+001dB,1.42185472599644e+001°)
3.06196343369011e+002	(-3.87813011254890e+001dB,1.42499801955976e+001°)
3.06902198839058e+002	(-3.87800803344231e+001dB,1.42814767314138e+001°)
3.07609681474013e+002	(-3.87788542538944e+001dB,1.43130369574421e+001°)
3.08318795024878e+002	(-3.87776228623735e+001dB,1.43446609635655e+001°)
3.09029543251301e+002	(-3.87763861385897e+001dB,1.43763488401098e+001°)
3.09741929921600e+002	(-3.87751440607850e+001dB,1.44081006765354e+001°)
3.10455958812778e+002	(-3.87738966074580e+001dB,1.44399165627888e+001°)
3.11171633710544e+002	(-3.87726437569536e+001dB,1.44717965884715e+001°)
3.11888958409335e+002	(-3.87713854872083e+001dB,1.45037408425459e+001°)
3.12607936712337e+002	(-3.87701217766682e+001dB,1.45357494147712e+001°)
3.13328572431500e+002	(-3.87688526032059e+001dB,1.45678223939496e+001°)
3.14050869387563e+002	(-3.87675779449528e+001dB,1.45999598692929e+001°)
3.14774831410073e+002	(-3.87662977796347e+001dB,1.46321619292802e+001°)
3.15500462337404e+002	(-3.87650120852341e+001dB,1.46644286628386e+001°)
3.16227766016779e+002	(-3.87637208394935e+001dB,1.46967601584471e+001°)
3.16956746304290e+002	(-3.87624240201643e+001dB,1.47291565045641e+001°)
3.17687407064918e+002	(-3.87611216046741e+001dB,1.47616177890739e+001°)
3.18419752172553e+002	(-3.87598135707897e+001dB,1.47941441004312e+001°)
3.19153785510016e+002	(-3.87584998959554e+001dB,1.48267355264725e+001°)
3.19889510969080e+002	(-3.87571805572919e+001dB,1.48593921544475e+001°)
3.20626932450486e+002	(-3.87558555324237e+001dB,1.48921140724668e+001°)
3.21366053863971e+002	(-3.87545247984041e+001dB,1.49249013675850e+001°)
3.22106879128283e+002	(-3.87531883325416e+001dB,1.49577541272819e+001°)
3.22849412171203e+002	(-3.87518461117383e+001dB,1.49906724382827e+001°)
3.23593656929567e+002	(-3.87504981131517e+001dB,1.50236563877145e+001°)
3.24339617349288e+002	(-3.87491443136980e+001dB,1.50567060622426e+001°)
3.25087297385373e+002	(-3.87477846900530e+001dB,1.50898215480497e+001°)
3.25836701001947e+002	(-3.87464192194761e+001dB,1.51230029323237e+001°)
3.26587832172274e+002	(-3.87450478779956e+001dB,1.51562503000084e+001°)
3.27340694878777e+002	(-3.87436706428016e+001dB,1.51895637380627e+001°)
3.28095293113057e+002	(-3.87422874901823e+001dB,1.52229433317922e+001°)
3.28851630875921e+002	(-3.87408983965977e+001dB,1.52563891667443e+001°)
3.29609712177396e+002	(-3.87395033385125e+001dB,1.52899013284436e+001°)
3.30369541036752e+002	(-3.87381022922337e+001dB,1.53234799020443e+001°)
3.31131121482529e+002	(-3.87366952339089e+001dB,1.53571249723586e+001°)
3.31894457552548e+002	(-3.87352821399371e+001dB,1.53908366246175e+001°)
3.32659553293942e+002	(-3.87338629863131e+001dB,1.54246149432086e+001°)
3.33426412763172e+002	(-3.87324377487873e+001dB,1.54584600120777e+001°)
3.34195040026051e+002	(-3.87310064036115e+001dB,1.54923719159527e+001°)
3.34965439157764e+002	(-3.87295689264655e+001dB,1.55263507384757e+001°)
3.35737614242891e+002	(-3.87281252931162e+001dB,1.55603965633787e+001°)
3.36511569375427e+002	(-3.87266754794995e+001dB,1.55945094746315e+001°)
