Freq.	V(n008)
1.05438689639109e+002	(6.64479309084430e+001dB,-1.81711357643200e+001°)
1.05681750921349e+002	(6.64459812749600e+001dB,-1.82102618389079e+001°)
1.05925372517712e+002	(6.64440235262483e+001dB,-1.82494604747799e+001°)
1.06169555719856e+002	(6.64420576274016e+001dB,-1.82887317225377e+001°)
1.06414301822415e+002	(6.64400835495952e+001dB,-1.83280756457237e+001°)
1.06659612123009e+002	(6.64381012639483e+001dB,-1.83674923075231e+001°)
1.06905487922249e+002	(6.64361107394164e+001dB,-1.84069817661397e+001°)
1.07151930523744e+002	(6.64341119435193e+001dB,-1.84465440763394e+001°)
1.07398941234107e+002	(6.64321048491752e+001dB,-1.84861793044857e+001°)
1.07646521362966e+002	(6.64300894244141e+001dB,-1.85258875059339e+001°)
1.07894672222966e+002	(6.64280656372024e+001dB,-1.85656687355999e+001°)
1.08143395129777e+002	(6.64260334588379e+001dB,-1.86055230554884e+001°)
1.08392691402103e+002	(6.64239928557528e+001dB,-1.86454505165397e+001°)
1.08642562361689e+002	(6.64219437990912e+001dB,-1.86854511798660e+001°)
1.08893009333326e+002	(6.64198862585347e+001dB,-1.87255251030621e+001°)
1.09144033644858e+002	(6.64178202016428e+001dB,-1.87656723386959e+001°)
1.09395636627192e+002	(6.64157455965781e+001dB,-1.88058929403633e+001°)
1.09647819614301e+002	(6.64136624127946e+001dB,-1.88461869642624e+001°)
1.09900583943234e+002	(6.64115706203358e+001dB,-1.88865544676317e+001°)
1.10153930954124e+002	(6.64094701857654e+001dB,-1.89269954995701e+001°)
1.10407861990190e+002	(6.64073610782869e+001dB,-1.89675101148048e+001°)
1.10662378397749e+002	(6.64052432677100e+001dB,-1.90080983691507e+001°)
1.10917481526222e+002	(6.64031167196705e+001dB,-1.90487603086319e+001°)
1.11173172728141e+002	(6.64009814045070e+001dB,-1.90894959896313e+001°)
1.11429453359155e+002	(6.63988372924544e+001dB,-1.91303054680227e+001°)
1.11686324778038e+002	(6.63966843448430e+001dB,-1.91711887789734e+001°)
1.11943788346697e+002	(6.63945225351586e+001dB,-1.92121459851267e+001°)
1.12201845430178e+002	(6.63923518313700e+001dB,-1.92531771361966e+001°)
1.12460497396675e+002	(6.63901721979692e+001dB,-1.92942822735357e+001°)
1.12719745617533e+002	(6.63879836061546e+001dB,-1.93354614536133e+001°)
1.12979591467262e+002	(6.63857860216235e+001dB,-1.93767147198631e+001°)
1.13240036323537e+002	(6.63835794133780e+001dB,-1.94180421230229e+001°)
1.13501081567213e+002	(6.63813637489943e+001dB,-1.94594437101823e+001°)
1.13762728582325e+002	(6.63791389919115e+001dB,-1.95009195184223e+001°)
1.14024978756098e+002	(6.63769051149499e+001dB,-1.95424696063429e+001°)
1.14287833478959e+002	(6.63746620847673e+001dB,-1.95840940178409e+001°)
1.14551294144535e+002	(6.63724098659248e+001dB,-1.96257927915093e+001°)
1.14815362149670e+002	(6.63701484262674e+001dB,-1.96675659732551e+001°)
1.15080038894425e+002	(6.63678777329095e+001dB,-1.97094136069088e+001°)
1.15345325782091e+002	(6.63655977535505e+001dB,-1.97513357373112e+001°)
1.15611224219191e+002	(6.63633084551290e+001dB,-1.97933324071367e+001°)
1.15877735615494e+002	(6.63610098051904e+001dB,-1.98354036601265e+001°)
1.16144861384015e+002	(6.63587017678352e+001dB,-1.98775495314344e+001°)
1.16412602941030e+002	(6.63563843131327e+001dB,-1.99197700700360e+001°)
1.16680961706077e+002	(6.63540574030265e+001dB,-1.99620653051261e+001°)
1.16949939101968e+002	(6.63517210114624e+001dB,-2.00044352942186e+001°)
1.17219536554794e+002	(6.63493750995552e+001dB,-2.00468800637135e+001°)
1.17489755493934e+002	(6.63470196330272e+001dB,-2.00893996506028e+001°)
1.17760597352062e+002	(6.63446545809078e+001dB,-2.01319940994548e+001°)
1.18032063565154e+002	(6.63422799087721e+001dB,-2.01746634461196e+001°)
1.18304155572497e+002	(6.63398955794521e+001dB,-2.02174077193516e+001°)
1.18576874816697e+002	(6.63375015670853e+001dB,-2.02602269749416e+001°)
1.18850222743683e+002	(6.63350978283223e+001dB,-2.03031212257663e+001°)
1.19124200802718e+002	(6.63326843338026e+001dB,-2.03460905182811e+001°)
1.19398810446408e+002	(6.63302610500714e+001dB,-2.03891348885846e+001°)
1.19674053130705e+002	(6.63278279415880e+001dB,-2.04322543672292e+001°)
1.19949930314918e+002	(6.63253849747437e+001dB,-2.04754489890592e+001°)
1.20226443461722e+002	(6.63229321131955e+001dB,-2.05187187817472e+001°)
1.20503594037160e+002	(6.63204693245151e+001dB,-2.05620637821599e+001°)
1.20781383510658e+002	(6.63179965748769e+001dB,-2.06054840232948e+001°)
1.21059813355029e+002	(6.63155138256995e+001dB,-2.06489795258956e+001°)
1.21338885046478e+002	(6.63130210463455e+001dB,-2.06925503299468e+001°)
1.21618600064617e+002	(6.63105182014296e+001dB,-2.07361964632080e+001°)
1.21898959892467e+002	(6.63080052548192e+001dB,-2.07799179510921e+001°)
1.22179966016467e+002	(6.63054821716488e+001dB,-2.08237148216908e+001°)
1.22461619926485e+002	(6.63029489189828e+001dB,-2.08675871074733e+001°)
1.22743923115821e+002	(6.63004054604696e+001dB,-2.09115348318756e+001°)
1.23026877081218e+002	(6.62978517590412e+001dB,-2.09555580160070e+001°)
1.23310483322871e+002	(6.62952877815303e+001dB,-2.09996566903289e+001°)
1.23594743344431e+002	(6.62927134946999e+001dB,-2.10438308846751e+001°)
1.23879658653017e+002	(6.62901288592643e+001dB,-2.10880806130558e+001°)
1.24165230759221e+002	(6.62875338431745e+001dB,-2.11324059073406e+001°)
1.24451461177118e+002	(6.62849284076746e+001dB,-2.11768067818303e+001°)
1.24738351424274e+002	(6.62823125198938e+001dB,-2.12212832653245e+001°)
1.25025903021752e+002	(6.62796861429349e+001dB,-2.12658353758344e+001°)
1.25314117494121e+002	(6.62770492431085e+001dB,-2.13104631390854e+001°)
1.25602996369467e+002	(6.62744017807416e+001dB,-2.13551665648931e+001°)
1.25892541179396e+002	(6.62717437233407e+001dB,-2.13999456810220e+001°)
1.26182753459046e+002	(6.62690750337206e+001dB,-2.14448005026347e+001°)
1.26473634747094e+002	(6.62663956766001e+001dB,-2.14897310492680e+001°)
1.26765186585764e+002	(6.62637056166450e+001dB,-2.15347373398111e+001°)
1.27057410520833e+002	(6.62610048144886e+001dB,-2.15798193821037e+001°)
1.27350308101645e+002	(6.62582932385936e+001dB,-2.16249772038424e+001°)
1.27643880881113e+002	(6.62555708475011e+001dB,-2.16702108062739e+001°)
1.27938130415731e+002	(6.62528376095338e+001dB,-2.17155202156724e+001°)
1.28233058265581e+002	(6.62500934863735e+001dB,-2.17609054403731e+001°)
1.28528665994340e+002	(6.62473384416180e+001dB,-2.18063664931674e+001°)
1.28824955169292e+002	(6.62445724381351e+001dB,-2.18519033843414e+001°)
1.29121927361332e+002	(6.62417954420026e+001dB,-2.18975161321152e+001°)
1.29419584144977e+002	(6.62390074113665e+001dB,-2.19432047331142e+001°)
1.29717927098374e+002	(6.62362083154534e+001dB,-2.19889692127770e+001°)
1.30016957803308e+002	(6.62333981155560e+001dB,-2.20348095749188e+001°)
1.30316677845208e+002	(6.62305767722578e+001dB,-2.20807258208224e+001°)
1.30617088813163e+002	(6.62277442513037e+001dB,-2.21267179649577e+001°)
1.30918192299919e+002	(6.62249005157539e+001dB,-2.21727860140460e+001°)
1.31219989901899e+002	(6.62220455260033e+001dB,-2.22189299670302e+001°)
1.31522483219202e+002	(6.62191792469490e+001dB,-2.22651498343328e+001°)
1.31825673855619e+002	(6.62163016421230e+001dB,-2.23114456221303e+001°)
1.32129563418636e+002	(6.62134126736836e+001dB,-2.23578173322671e+001°)
1.32434153519445e+002	(6.62105123043712e+001dB,-2.24042649675406e+001°)
1.32739445772952e+002	(6.62076004968890e+001dB,-2.24507885300206e+001°)
1.33045441797787e+002	(6.62046772132009e+001dB,-2.24973880191262e+001°)
1.33352143216310e+002	(6.62017424165316e+001dB,-2.25440634370869e+001°)
1.33659551654622e+002	(6.61987960680782e+001dB,-2.25908147799413e+001°)
1.33967668742571e+002	(6.61958381315866e+001dB,-2.26376420500652e+001°)
1.34276496113764e+002	(6.61928685687941e+001dB,-2.26845452436853e+001°)
1.34586035405573e+002	(6.61898873439659e+001dB,-2.27315243633436e+001°)
1.34896288259143e+002	(6.61868944167760e+001dB,-2.27785793982601e+001°)
1.35207256319405e+002	(6.61838897494203e+001dB,-2.28257103439288e+001°)
1.35518941235081e+002	(6.61808733053604e+001dB,-2.28729171986997e+001°)
1.35831344658693e+002	(6.61778450460260e+001dB,-2.29201999546220e+001°)
1.36144468246572e+002	(6.61748049347386e+001dB,-2.29675586083395e+001°)
1.36458313658870e+002	(6.61717529302497e+001dB,-2.30149931430450e+001°)
1.36772882559562e+002	(6.61686889989929e+001dB,-2.30625035627352e+001°)
1.37088176616463e+002	(6.61656130983142e+001dB,-2.31100898452606e+001°)
1.37404197501229e+002	(6.61625251932408e+001dB,-2.31577519893282e+001°)
1.37720946889372e+002	(6.61594252435967e+001dB,-2.32054899783144e+001°)
1.38038426460266e+002	(6.61563132110610e+001dB,-2.32533038001057e+001°)
1.38356637897155e+002	(6.61531890592255e+001dB,-2.33011934473077e+001°)
1.38675582887166e+002	(6.61500527483748e+001dB,-2.33491589024497e+001°)
1.38995263121312e+002	(6.61469042381240e+001dB,-2.33972001453959e+001°)
1.39315680294507e+002	(6.61437434925164e+001dB,-2.34453171679099e+001°)
1.39636836105571e+002	(6.61405704723428e+001dB,-2.34935099517613e+001°)
1.39958732257239e+002	(6.61373851389779e+001dB,-2.35417784796539e+001°)
1.40281370456172e+002	(6.61341874537445e+001dB,-2.35901227334023e+001°)
1.40604752412968e+002	(6.61309773791846e+001dB,-2.36385426975977e+001°)
1.40928879842164e+002	(6.61277548739741e+001dB,-2.36870383449332e+001°)
1.41253754462252e+002	(6.61245198960993e+001dB,-2.37356096452789e+001°)
1.41579377995685e+002	(6.61212724162450e+001dB,-2.37842566045783e+001°)
1.41905752168886e+002	(6.61180123871986e+001dB,-2.38329791761195e+001°)
1.42232878712258e+002	(6.61147397744447e+001dB,-2.38817773492820e+001°)
1.42560759360195e+002	(6.61114545357767e+001dB,-2.39306510902799e+001°)
1.42889395851086e+002	(6.61081566346716e+001dB,-2.39796003811410e+001°)
1.43218789927330e+002	(6.61048460294685e+001dB,-2.40286251880692e+001°)
1.43548943335342e+002	(6.61015226848127e+001dB,-2.40777254949968e+001°)
1.43879857825561e+002	(6.60981865576903e+001dB,-2.41269012625425e+001°)
1.44211535152463e+002	(6.60948376101138e+001dB,-2.41761524653077e+001°)
1.44543977074569e+002	(6.60914758034164e+001dB,-2.42254790751082e+001°)
1.44877185354452e+002	(6.60881010976243e+001dB,-2.42748810590814e+001°)
1.45211161758750e+002	(6.60847134527160e+001dB,-2.43243583833937e+001°)
1.45545908058172e+002	(6.60813128298957e+001dB,-2.43739110170374e+001°)
1.45881426027510e+002	(6.60778991884258e+001dB,-2.44235389223824e+001°)
1.46217717445647e+002	(6.60744724919497e+001dB,-2.44732420740926e+001°)
1.46554784095567e+002	(6.60710326977602e+001dB,-2.45230204269707e+001°)
1.46892627764362e+002	(6.60675797681507e+001dB,-2.45728739499788e+001°)
1.47231250243247e+002	(6.60641136628520e+001dB,-2.46228026035395e+001°)
1.47570653327565e+002	(6.60606343421917e+001dB,-2.46728063490178e+001°)
1.47910838816796e+002	(6.60571417664496e+001dB,-2.47228851467804e+001°)
1.48251808514570e+002	(6.60536358939943e+001dB,-2.47730389505150e+001°)
1.48593564228676e+002	(6.60501166875465e+001dB,-2.48232677262735e+001°)
1.48936107771066e+002	(6.60465841066454e+001dB,-2.48735714295776e+001°)
1.49279440957875e+002	(6.60430381101820e+001dB,-2.49239500130693e+001°)
1.49623565609418e+002	(6.60394786601281e+001dB,-2.49744034379414e+001°)
1.49968483550212e+002	(6.60359057146775e+001dB,-2.50249316529209e+001°)
1.50314196608977e+002	(6.60323192338654e+001dB,-2.50755346114720e+001°)
1.50660706618649e+002	(6.60287191795537e+001dB,-2.51262122718170e+001°)
1.51008015416389e+002	(6.60251055104552e+001dB,-2.51769645815656e+001°)
1.51356124843595e+002	(6.60214781871346e+001dB,-2.52277914931376e+001°)
1.51705036745908e+002	(6.60178371694821e+001dB,-2.52786929559646e+001°)
1.52054752973224e+002	(6.60141824148843e+001dB,-2.53296689107399e+001°)
1.52405275379703e+002	(6.60105138850381e+001dB,-2.53807193106519e+001°)
1.52756605823781e+002	(6.60068315416285e+001dB,-2.54318441079794e+001°)
1.53108746168177e+002	(6.60031353406926e+001dB,-2.54830432363651e+001°)
1.53461698279903e+002	(6.59994252444670e+001dB,-2.55343166479424e+001°)
1.53815464030277e+002	(6.59957012120540e+001dB,-2.55856642840702e+001°)
1.54170045294930e+002	(6.59919632025342e+001dB,-2.56370860850765e+001°)
1.54525443953815e+002	(6.59882111780427e+001dB,-2.56885820000061e+001°)
1.54881661891222e+002	(6.59844450932843e+001dB,-2.57401519533871e+001°)
1.55238700995782e+002	(6.59806649109673e+001dB,-2.57917958941509e+001°)
1.55596563160481e+002	(6.59768705919162e+001dB,-2.58435137643290e+001°)
1.55955250282669e+002	(6.59730620932326e+001dB,-2.58953054930927e+001°)
1.56314764264069e+002	(6.59692393763117e+001dB,-2.59471710223406e+001°)
1.56675107010788e+002	(6.59654023988307e+001dB,-2.59991102810790e+001°)
1.57036280433329e+002	(6.59615511209196e+001dB,-2.60511232051763e+001°)
1.57398286446595e+002	(6.59576855020470e+001dB,-2.61032097273837e+001°)
1.57761126969908e+002	(6.59538055029218e+001dB,-2.61553697834648e+001°)
1.58124803927012e+002	(6.59499110811304e+001dB,-2.62076032980801e+001°)
1.58489319246084e+002	(6.59460021973305e+001dB,-2.62599102048180e+001°)
1.58854674859751e+002	(6.59420788078757e+001dB,-2.63122904222351e+001°)
1.59220872705090e+002	(6.59381408770434e+001dB,-2.63647438936858e+001°)
1.59587914723646e+002	(6.59341883623794e+001dB,-2.64172705395837e+001°)
1.59955802861440e+002	(6.59302212201916e+001dB,-2.64698702751800e+001°)
1.60324539068977e+002	(6.59262394134771e+001dB,-2.65225430366183e+001°)
1.60694125301260e+002	(6.59222429009724e+001dB,-2.65752887450528e+001°)
1.61064563517800e+002	(6.59182316395496e+001dB,-2.66281073143935e+001°)
1.61435855682621e+002	(6.59142055915567e+001dB,-2.66809986755778e+001°)
1.61808003764279e+002	(6.59101647138612e+001dB,-2.67339627403595e+001°)
1.62181009735865e+002	(6.59061089663608e+001dB,-2.67869994294437e+001°)
1.62554875575021e+002	(6.59020383095363e+001dB,-2.68401086644320e+001°)
1.62929603263944e+002	(6.58979527008339e+001dB,-2.68932903557229e+001°)
1.63305194789406e+002	(6.58938521019419e+001dB,-2.69465444268075e+001°)
1.63681652142753e+002	(6.58897364690821e+001dB,-2.69998707817840e+001°)
1.64058977319926e+002	(6.58856057620944e+001dB,-2.70532693357503e+001°)
1.64437172321465e+002	(6.58814599432538e+001dB,-2.71067400109503e+001°)
1.64816239152523e+002	(6.58772989663502e+001dB,-2.71602826998947e+001°)
1.65196179822873e+002	(6.58731227960460e+001dB,-2.72138973306973e+001°)
1.65576996346924e+002	(6.58689313879505e+001dB,-2.72675837997368e+001°)
1.65958690743728e+002	(6.58647247055006e+001dB,-2.73213420288438e+001°)
1.66341265036988e+002	(6.58605027012993e+001dB,-2.73751719018364e+001°)
1.66724721255078e+002	(6.58562653381915e+001dB,-2.74290733362609e+001°)
1.67109061431042e+002	(6.58520125765827e+001dB,-2.74830462402686e+001°)
1.67494287602615e+002	(6.58477443739051e+001dB,-2.75370905106708e+001°)
1.67880401812227e+002	(6.58434606899811e+001dB,-2.75912060513221e+001°)
1.68267406107018e+002	(6.58391614846389e+001dB,-2.76453927649475e+001°)
1.68655302538845e+002	(6.58348467141244e+001dB,-2.76996505407407e+001°)
1.69044093164297e+002	(6.58305163412541e+001dB,-2.77539792894274e+001°)
1.69433780044704e+002	(6.58261703234890e+001dB,-2.78083789020454e+001°)
1.69824365246145e+002	(6.58218086200708e+001dB,-2.78628492746183e+001°)
1.70215850839466e+002	(6.58174311914409e+001dB,-2.79173903061627e+001°)
1.70608238900283e+002	(6.58130379927178e+001dB,-2.79720018759128e+001°)
1.71001531508999e+002	(6.58086289885133e+001dB,-2.80266838951045e+001°)
1.71395730750813e+002	(6.58042041345571e+001dB,-2.80814362426805e+001°)
1.71790838715729e+002	(6.57997633931045e+001dB,-2.81362588192912e+001°)
1.72186857498571e+002	(6.57953067216852e+001dB,-2.81911515077632e+001°)
1.72583789198991e+002	(6.57908340778430e+001dB,-2.82461141896965e+001°)
1.72981635921480e+002	(6.57863454238677e+001dB,-2.83011467622678e+001°)
1.73380399775384e+002	(6.57818407173385e+001dB,-2.83562491047640e+001°)
1.73780082874908e+002	(6.57773199188008e+001dB,-2.84114211057536e+001°)
1.74180687339131e+002	(6.57727829864579e+001dB,-2.84666626442393e+001°)
1.74582215292020e+002	(6.57682298779427e+001dB,-2.85219735958894e+001°)
1.74984668862436e+002	(6.57636605573753e+001dB,-2.85773538583794e+001°)
1.75388050184146e+002	(6.57590749800814e+001dB,-2.86328032966165e+001°)
1.75792361395839e+002	(6.57544731066941e+001dB,-2.86883217932650e+001°)
1.76197604641133e+002	(6.57498548978566e+001dB,-2.87439092297998e+001°)
1.76603782068586e+002	(6.57452203113271e+001dB,-2.87995654760053e+001°)
1.77010895831712e+002	(6.57405693077867e+001dB,-2.88552904109606e+001°)
1.77418948088986e+002	(6.57359018462093e+001dB,-2.89110839062744e+001°)
1.77827941003862e+002	(6.57312178867452e+001dB,-2.89669458365475e+001°)
1.78237876744778e+002	(6.57265173872469e+001dB,-2.90228760667021e+001°)
1.78648757485174e+002	(6.57218003085123e+001dB,-2.90788744711033e+001°)
1.79060585403499e+002	(6.57170666101931e+001dB,-2.91349409186463e+001°)
1.79473362683222e+002	(6.57123162513999e+001dB,-2.91910752749158e+001°)
1.79887091512848e+002	(6.57075491947402e+001dB,-2.92472774170861e+001°)
1.80301774085926e+002	(6.57027653953300e+001dB,-2.93035471933710e+001°)
1.80717412601061e+002	(6.56979648141022e+001dB,-2.93598844720952e+001°)
1.81134009261929e+002	(6.56931474137644e+001dB,-2.94162891268840e+001°)
1.81551566277282e+002	(6.56883131506996e+001dB,-2.94727610065541e+001°)
1.81970085860967e+002	(6.56834619853617e+001dB,-2.95292999736752e+001°)
1.82389570231932e+002	(6.56785938799833e+001dB,-2.95859058961542e+001°)
1.82810021614243e+002	(6.56737087916348e+001dB,-2.96425786212414e+001°)
1.83231442237089e+002	(6.56688066826119e+001dB,-2.96993180144002e+001°)
1.83653834334803e+002	(6.56638875118012e+001dB,-2.97561239269490e+001°)
1.84077200146864e+002	(6.56589512386964e+001dB,-2.98129962110984e+001°)
1.84501541917915e+002	(6.56539978251359e+001dB,-2.98699347265499e+001°)
1.84926861897776e+002	(6.56490272289935e+001dB,-2.99269393166299e+001°)
1.85353162341449e+002	(6.56440394116038e+001dB,-2.99840098363782e+001°)
1.85780445509138e+002	(6.56390343326534e+001dB,-3.00411461331959e+001°)
1.86208713666254e+002	(6.56340119524293e+001dB,-3.00983480553666e+001°)
1.86637969083435e+002	(6.56289722318473e+001dB,-3.01556154521934e+001°)
1.87068214036548e+002	(6.56239151318567e+001dB,-3.02129481717098e+001°)
1.87499450806709e+002	(6.56188406100449e+001dB,-3.02703460476310e+001°)
1.87931681680294e+002	(6.56137486303258e+001dB,-3.03278089365660e+001°)
1.88364908948947e+002	(6.56086391503795e+001dB,-3.03853366697113e+001°)
1.88799134909597e+002	(6.56035121342016e+001dB,-3.04429291012289e+001°)
1.89234361864465e+002	(6.55983675379056e+001dB,-3.05005860533369e+001°)
1.89670592121082e+002	(6.55932053255840e+001dB,-3.05583073777393e+001°)
1.90107827992297e+002	(6.55880254557233e+001dB,-3.06160929029365e+001°)
1.90546071796292e+002	(6.55828278925213e+001dB,-3.06739424782432e+001°)
1.90985325856591e+002	(6.55776125923263e+001dB,-3.07318559208729e+001°)
1.91425592502075e+002	(6.55723795177636e+001dB,-3.07898330710879e+001°)
1.91866874066996e+002	(6.55671286320582e+001dB,-3.08478737701140e+001°)
1.92309172890982e+002	(6.55618598928848e+001dB,-3.09059778358828e+001°)
1.92752491319060e+002	(6.55565732624748e+001dB,-3.09641451027584e+001°)
1.93196831701659e+002	(6.55512687025622e+001dB,-3.10223754017037e+001°)
1.93642196394627e+002	(6.55459461743702e+001dB,-3.10806685601946e+001°)
1.94088587759244e+002	(6.55406056375263e+001dB,-3.11390243978530e+001°)
1.94536008162232e+002	(6.55352470556303e+001dB,-3.11974427486273e+001°)
1.94984459975770e+002	(6.55298703889875e+001dB,-3.12559234318492e+001°)
1.95433945577505e+002	(6.55244755991163e+001dB,-3.13144662701921e+001°)
1.95884467350565e+002	(6.55190626475692e+001dB,-3.13730710849502e+001°)
1.96336027683570e+002	(6.55136314954403e+001dB,-3.14317376940723e+001°)
1.96788628970650e+002	(6.55081821033362e+001dB,-3.14904659119855e+001°)
1.97242273611451e+002	(6.55027144369188e+001dB,-3.15492555720475e+001°)
1.97696964011151e+002	(6.54972284541655e+001dB,-3.16081064750273e+001°)
1.98152702580475e+002	(6.54917241186798e+001dB,-3.16670184429222e+001°)
1.98609491735702e+002	(6.54862013919171e+001dB,-3.17259912874955e+001°)
1.99067333898684e+002	(6.54806602370680e+001dB,-3.17850248260352e+001°)
1.99526231496853e+002	(6.54751006129991e+001dB,-3.18441188566255e+001°)
1.99986186963239e+002	(6.54695224863505e+001dB,-3.19032732075900e+001°)
2.00447202736481e+002	(6.54639258167041e+001dB,-3.19624876768138e+001°)
2.00909281260838e+002	(6.54583105653822e+001dB,-3.20217620677099e+001°)
2.01372424986203e+002	(6.54526766986977e+001dB,-3.20810962027169e+001°)
2.01836636368121e+002	(6.54470241759562e+001dB,-3.21404898738055e+001°)
2.02301917867792e+002	(6.54413529609044e+001dB,-3.21999428897108e+001°)
2.02768271952093e+002	(6.54356630146544e+001dB,-3.22594550466515e+001°)
2.03235701093586e+002	(6.54299543038648e+001dB,-3.23190261623603e+001°)
2.03704207770536e+002	(6.54242267860099e+001dB,-3.23786560147078e+001°)
2.04173794466917e+002	(6.54184804290027e+001dB,-3.24383444235355e+001°)
2.04644463672431e+002	(6.54127151937710e+001dB,-3.24980911779206e+001°)
2.05116217882520e+002	(6.54069310413473e+001dB,-3.25578960657036e+001°)
2.05589059598378e+002	(6.54011279409759e+001dB,-3.26177589076997e+001°)
2.06062991326964e+002	(6.53953058490152e+001dB,-3.26776794688281e+001°)
2.06538015581017e+002	(6.53894647332746e+001dB,-3.27376575606849e+001°)
2.07014134879068e+002	(6.53836045556994e+001dB,-3.27976929684901e+001°)
2.07491351745454e+002	(6.53777252805126e+001dB,-3.28577854854914e+001°)
2.07969668710333e+002	(6.53718268709497e+001dB,-3.29179348991020e+001°)
2.08449088309692e+002	(6.53659092919647e+001dB,-3.29781410024553e+001°)
2.08929613085367e+002	(6.53599725048405e+001dB,-3.30384035713345e+001°)
2.09411245585052e+002	(6.53540164768808e+001dB,-3.30987224056716e+001°)
2.09893988362315e+002	(6.53480411701232e+001dB,-3.31590972811882e+001°)
2.10377843976610e+002	(6.53420465499276e+001dB,-3.32195279862252e+001°)
2.10862814993292e+002	(6.53360325806768e+001dB,-3.32800143032870e+001°)
2.11348903983627e+002	(6.53299992247481e+001dB,-3.33405560045207e+001°)
2.11836113524813e+002	(6.53239464483464e+001dB,-3.34011528769738e+001°)
2.12324446199984e+002	(6.53178742161945e+001dB,-3.34618046996420e+001°)
2.12813904598234e+002	(6.53117824931116e+001dB,-3.35225112502651e+001°)
2.13304491314620e+002	(6.53056712445697e+001dB,-3.35832723077838e+001°)
2.13796208950185e+002	(6.52995404329780e+001dB,-3.36440876360329e+001°)
2.14289060111968e+002	(6.52933900272043e+001dB,-3.37049570254811e+001°)
2.14783047413015e+002	(6.52872199888269e+001dB,-3.37658802329204e+001°)
2.15278173472399e+002	(6.52810302853601e+001dB,-3.38268570395342e+001°)
2.15774440915228e+002	(6.52748208817951e+001dB,-3.38878872137396e+001°)
2.16271852372664e+002	(6.52685917437635e+001dB,-3.39489705250712e+001°)
2.16770410481931e+002	(6.52623428364937e+001dB,-3.40101067395795e+001°)
2.17270117886336e+002	(6.52560741258558e+001dB,-3.40712956244381e+001°)
2.17770977235277e+002	(6.52497855794305e+001dB,-3.41325369527870e+001°)
2.18272991184261e+002	(6.52434771612266e+001dB,-3.41938304800997e+001°)
2.18776162394916e+002	(6.52371488385447e+001dB,-3.42551759748415e+001°)
2.19280493535006e+002	(6.52308005767137e+001dB,-3.43165731949287e+001°)
2.19785987278443e+002	(6.52244323422269e+001dB,-3.43780219017722e+001°)
2.20292646305306e+002	(6.52180441048240e+001dB,-3.44395218697325e+001°)
2.20800473301851e+002	(6.52116358271008e+001dB,-3.45010728391981e+001°)
2.21309470960524e+002	(6.52052074754354e+001dB,-3.45626745658400e+001°)
2.21819641979982e+002	(6.51987590209751e+001dB,-3.46243268252886e+001°)
2.22330989065101e+002	(6.51922904282780e+001dB,-3.46860293615339e+001°)
2.22843514926991e+002	(6.51858016646227e+001dB,-3.47477819291762e+001°)
2.23357222283013e+002	(6.51792926974299e+001dB,-3.48095842817047e+001°)
2.23872113856794e+002	(6.51727634947648e+001dB,-3.48714361738393e+001°)
2.24388192378237e+002	(6.51662140237879e+001dB,-3.49333373543976e+001°)
2.24905460583538e+002	(6.51596442513090e+001dB,-3.49952875688035e+001°)
2.25423921215203e+002	(6.51530541473357e+001dB,-3.50572865754857e+001°)
2.25943577022057e+002	(6.51464436789445e+001dB,-3.51193341175923e+001°)
2.26464430759266e+002	(6.51398128143818e+001dB,-3.51814299419213e+001°)
2.26986485188342e+002	(6.51331615210182e+001dB,-3.52435737894119e+001°)
2.27509743077166e+002	(6.51264897689015e+001dB,-3.53057654116968e+001°)
2.28034207200001e+002	(6.51197975241837e+001dB,-3.53680045404690e+001°)
2.28559880337502e+002	(6.51130847592228e+001dB,-3.54302909346579e+001°)
2.29086765276736e+002	(6.51063514394388e+001dB,-3.54926243189371e+001°)
2.29614864811195e+002	(6.50995975379990e+001dB,-3.55550044525666e+001°)
2.30144181740810e+002	(6.50928230186144e+001dB,-3.56174310485205e+001°)
2.30674718871966e+002	(6.50860278547267e+001dB,-3.56799038638266e+001°)
2.31206479017518e+002	(6.50792120138957e+001dB,-3.57424226259837e+001°)
2.31739464996806e+002	(6.50723754688511e+001dB,-3.58049870852098e+001°)
2.32273679635669e+002	(6.50655181859410e+001dB,-3.58675969596207e+001°)
2.32809125766459e+002	(6.50586401357054e+001dB,-3.59302519854297e+001°)
2.33345806228058e+002	(6.50517412908210e+001dB,-3.59929519072981e+001°)
2.33883723865894e+002	(6.50448216176263e+001dB,-3.60556964377714e+001°)
2.34422881531950e+002	(6.50378810886216e+001dB,-3.61184853170642e+001°)
2.34963282084789e+002	(6.50309196764461e+001dB,-3.61813182843499e+001°)
2.35504928389559e+002	(6.50239373479376e+001dB,-3.62441950490228e+001°)
2.36047823318015e+002	(6.50169340760568e+001dB,-3.63071153481694e+001°)
2.36591969748533e+002	(6.50099098314513e+001dB,-3.63700789059174e+001°)
2.37137370566123e+002	(6.50028645864012e+001dB,-3.64330854524982e+001°)
2.37684028662445e+002	(6.49957983118805e+001dB,-3.64961347100038e+001°)
2.38231946935826e+002	(6.49887109785285e+001dB,-3.65592263970373e+001°)
2.38781128291275e+002	(6.49816025576613e+001dB,-3.66223602336637e+001°)
2.39331575640496e+002	(6.49744730227067e+001dB,-3.66855359484810e+001°)
2.39883291901906e+002	(6.49673223457968e+001dB,-3.67487532619297e+001°)
