Freq.	V(n001)/-I(I2)
1.59220872705090e+002	(1.19209686615963e+002dB,-7.43443987733076e-001°)
1.59587914723646e+002	(1.19209478622945e+002dB,-7.43790265951918e-001°)
1.59955802861440e+002	(1.19209270626782e+002dB,-7.44134173595536e-001°)
1.60324539068977e+002	(1.19209062629675e+002dB,-7.44475712412645e-001°)
1.60694125301260e+002	(1.19208854633824e+002dB,-7.44814884059042e-001°)
1.61064563517800e+002	(1.19208646641431e+002dB,-7.45151690488059e-001°)
1.61435855682621e+002	(1.19208438654697e+002dB,-7.45486134040208e-001°)
1.61808003764279e+002	(1.19208230675821e+002dB,-7.45818216168743e-001°)
1.62181009735865e+002	(1.19208022707004e+002dB,-7.46147939673784e-001°)
1.62554875575021e+002	(1.19207814750445e+002dB,-7.46475306925319e-001°)
1.62929603263944e+002	(1.19207606808344e+002dB,-7.46800319874443e-001°)
1.63305194789406e+002	(1.19207398882900e+002dB,-7.47122980821944e-001°)
1.63681652142753e+002	(1.19207190976308e+002dB,-7.47443293017086e-001°)
1.64058977319926e+002	(1.19206983090767e+002dB,-7.47761258396960e-001°)
1.64437172321465e+002	(1.19206775228472e+002dB,-7.48076880191456e-001°)
1.64816239152523e+002	(1.19206567391617e+002dB,-7.48390160987071e-001°)
1.65196179822873e+002	(1.19206359582398e+002dB,-7.48701103589613e-001°)
1.65576996346924e+002	(1.19206151803007e+002dB,-7.49009711143953e-001°)
1.65958690743728e+002	(1.19205944055633e+002dB,-7.49315986819574e-001°)
1.66341265036988e+002	(1.19205736342466e+002dB,-7.49619933695361e-001°)
1.66724721255078e+002	(1.19205528665698e+002dB,-7.49921554698966e-001°)
1.67109061431042e+002	(1.19205321027513e+002dB,-7.50220853613830e-001°)
1.67494287602615e+002	(1.19205113430095e+002dB,-7.50517833794374e-001°)
1.67880401812227e+002	(1.19204905875632e+002dB,-7.50812498119210e-001°)
1.68267406107018e+002	(1.19204698366299e+002dB,-7.51104851169024e-001°)
1.68655302538845e+002	(1.19204490904279e+002dB,-7.51394896107642e-001°)
1.69044093164297e+002	(1.19204283491750e+002dB,-7.51682636714930e-001°)
1.69433780044704e+002	(1.19204076130885e+002dB,-7.51968076965718e-001°)
1.69824365246145e+002	(1.19203868823859e+002dB,-7.52251220675108e-001°)
1.70215850839466e+002	(1.19203661572840e+002dB,-7.52532072188731e-001°)
1.70608238900283e+002	(1.19203454380002e+002dB,-7.52810635076264e-001°)
1.71001531508999e+002	(1.19203247247507e+002dB,-7.53086913807886e-001°)
1.71395730750813e+002	(1.19203040177515e+002dB,-7.53360913081406e-001°)
1.71790838715729e+002	(1.19202833172192e+002dB,-7.53632636728053e-001°)
1.72186857498571e+002	(1.19202626233696e+002dB,-7.53902089240905e-001°)
1.72583789198991e+002	(1.19202419364179e+002dB,-7.54169275309325e-001°)
1.72981635921480e+002	(1.19202212565792e+002dB,-7.54434199764268e-001°)
1.73380399775384e+002	(1.19202005840687e+002dB,-7.54696867051067e-001°)
1.73780082874908e+002	(1.19201799191009e+002dB,-7.54957282062818e-001°)
1.74180687339131e+002	(1.19201592618902e+002dB,-7.55215449515443e-001°)
1.74582215292020e+002	(1.19201386126503e+002dB,-7.55471374568625e-001°)
1.74984668862436e+002	(1.19201179715945e+002dB,-7.55725062546510e-001°)
1.75388050184146e+002	(1.19200973389370e+002dB,-7.55976517905854e-001°)
1.75792361395839e+002	(1.19200767148898e+002dB,-7.56225746451421e-001°)
1.76197604641133e+002	(1.19200560996660e+002dB,-7.56472753083668e-001°)
1.76603782068586e+002	(1.19200354934773e+002dB,-7.56717543582425e-001°)
1.77010895831712e+002	(1.19200148965356e+002dB,-7.56960123312370e-001°)
1.77418948088986e+002	(1.19199943090522e+002dB,-7.57200497816397e-001°)
1.77827941003862e+002	(1.19199737312383e+002dB,-7.57438672674430e-001°)
1.78237876744778e+002	(1.19199531633043e+002dB,-7.57674653679108e-001°)
1.78648757485174e+002	(1.19199326054607e+002dB,-7.57908446424581e-001°)
1.79060585403499e+002	(1.19199120579169e+002dB,-7.58140056974583e-001°)
1.79473362683222e+002	(1.19198915208821e+002dB,-7.58369491493847e-001°)
1.79887091512848e+002	(1.19198709945656e+002dB,-7.58596755606791e-001°)
1.80301774085926e+002	(1.19198504791752e+002dB,-7.58821855862260e-001°)
1.80717412601061e+002	(1.19198299749195e+002dB,-7.59044798129399e-001°)
1.81134009261929e+002	(1.19198094820052e+002dB,-7.59265589175607e-001°)
1.81551566277282e+002	(1.19197890006398e+002dB,-7.59484235011344e-001°)
1.81970085860967e+002	(1.19197685310299e+002dB,-7.59700742095475e-001°)
1.82389570231932e+002	(1.19197480733811e+002dB,-7.59915117182868e-001°)
1.82810021614243e+002	(1.19197276278992e+002dB,-7.60127366801219e-001°)
1.83231442237089e+002	(1.19197071947897e+002dB,-7.60337497367714e-001°)
1.83653834334803e+002	(1.19196867742562e+002dB,-7.60545516169543e-001°)
1.84077200146864e+002	(1.19196663665030e+002dB,-7.60751429805253e-001°)
1.84501541917915e+002	(1.19196459717336e+002dB,-7.60955245290520e-001°)
1.84926861897776e+002	(1.19196255901511e+002dB,-7.61156969519146e-001°)
1.85353162341449e+002	(1.19196052219575e+002dB,-7.61356609753626e-001°)
1.85780445509138e+002	(1.19195848673551e+002dB,-7.61554172900447e-001°)
1.86208713666254e+002	(1.19195645265445e+002dB,-7.61749666598198e-001°)
1.86637969083435e+002	(1.19195441997268e+002dB,-7.61943097911240e-001°)
1.87068214036548e+002	(1.19195238871018e+002dB,-7.62134474398301e-001°)
1.87499450806709e+002	(1.19195035888697e+002dB,-7.62323803226811e-001°)
1.87931681680294e+002	(1.19194833052284e+002dB,-7.62511092437765e-001°)
1.88364908948947e+002	(1.19194630363768e+002dB,-7.62696349383009e-001°)
1.88799134909597e+002	(1.19194427825123e+002dB,-7.62879581948709e-001°)
1.89234361864465e+002	(1.19194225438324e+002dB,-7.63060797683638e-001°)
1.89670592121082e+002	(1.19194023205334e+002dB,-7.63240004582860e-001°)
1.90107827992297e+002	(1.19193821128110e+002dB,-7.63417210606528e-001°)
1.90546071796292e+002	(1.19193619208601e+002dB,-7.63592423905535e-001°)
1.90985325856591e+002	(1.19193417448760e+002dB,-7.63765652279780e-001°)
1.91425592502075e+002	(1.19193215850520e+002dB,-7.63936904103250e-001°)
1.91866874066996e+002	(1.19193014415821e+002dB,-7.64106187336601e-001°)
1.92309172890982e+002	(1.19192813146576e+002dB,-7.64273510785908e-001°)
1.92752491319060e+002	(1.19192612044713e+002dB,-7.64438882472423e-001°)
1.93196831701659e+002	(1.19192411112140e+002dB,-7.64602310987317e-001°)
1.93642196394627e+002	(1.19192210350767e+002dB,-7.64763804740378e-001°)
1.94088587759244e+002	(1.19192009762497e+002dB,-7.64923372153599e-001°)
1.94536008162232e+002	(1.19191809349199e+002dB,-7.65081022668944e-001°)
1.94984459975770e+002	(1.19191609112778e+002dB,-7.65236764336852e-001°)
1.95433945577505e+002	(1.19191409055108e+002dB,-7.65390606042060e-001°)
1.95884467350565e+002	(1.19191209178058e+002dB,-7.65542556709863e-001°)
1.96336027683570e+002	(1.19191009483482e+002dB,-7.65692625598480e-001°)
1.96788628970650e+002	(1.19190809973250e+002dB,-7.65840821245670e-001°)
1.97242273611451e+002	(1.19190610649196e+002dB,-7.65987153193375e-001°)
1.97696964011151e+002	(1.19190411513166e+002dB,-7.66131630434973e-001°)
1.98152702580475e+002	(1.19190212567009e+002dB,-7.66274261700792e-001°)
1.98609491735702e+002	(1.19190013812519e+002dB,-7.66415057238639e-001°)
1.99067333898684e+002	(1.19189815251537e+002dB,-7.66554025691903e-001°)
1.99526231496853e+002	(1.19189616885860e+002dB,-7.66691176934062e-001°)
1.99986186963239e+002	(1.19189418717299e+002dB,-7.66826520148503e-001°)
2.00447202736481e+002	(1.19189220747649e+002dB,-7.66960064928085e-001°)
2.00909281260838e+002	(1.19189022978689e+002dB,-7.67091821091431e-001°)
2.01372424986203e+002	(1.19188825412197e+002dB,-7.67221798359466e-001°)
2.01836636368121e+002	(1.19188628049954e+002dB,-7.67350006214036e-001°)
2.02301917867792e+002	(1.19188430893722e+002dB,-7.67476454478641e-001°)
2.02768271952093e+002	(1.19188233945234e+002dB,-7.67601153620431e-001°)
2.03235701093586e+002	(1.19188037206267e+002dB,-7.67724112784487e-001°)
2.03704207770536e+002	(1.19187840678537e+002dB,-7.67845342592665e-001°)
2.04173794466917e+002	(1.19187644363784e+002dB,-7.67964852789164e-001°)
2.04644463672431e+002	(1.19187448263724e+002dB,-7.68082653717688e-001°)
2.05116217882520e+002	(1.19187252380075e+002dB,-7.68198755413558e-001°)
2.05589059598378e+002	(1.19187056714536e+002dB,-7.68313168294493e-001°)
2.06062991326964e+002	(1.19186861268812e+002dB,-7.68425902471985e-001°)
2.06538015581017e+002	(1.19186666044582e+002dB,-7.68536968560759e-001°)
2.07014134879068e+002	(1.19186471043525e+002dB,-7.68646376975712e-001°)
2.07491351745454e+002	(1.19186276267317e+002dB,-7.68754138096690e-001°)
2.07969668710333e+002	(1.19186081717610e+002dB,-7.68860262712984e-001°)
2.08449088309692e+002	(1.19185887396076e+002dB,-7.68964760993932e-001°)
2.08929613085367e+002	(1.19185693304334e+002dB,-7.69067644232695e-001°)
2.09411245585052e+002	(1.19185499444035e+002dB,-7.69168922798587e-001°)
2.09893988362315e+002	(1.19185305816806e+002dB,-7.69268607431405e-001°)
2.10377843976610e+002	(1.19185112424263e+002dB,-7.69366709077836e-001°)
2.10862814993292e+002	(1.19184919268005e+002dB,-7.69463238849078e-001°)
2.11348903983627e+002	(1.19184726349639e+002dB,-7.69558207514956e-001°)
2.11836113524813e+002	(1.19184533670750e+002dB,-7.69651626232756e-001°)
2.12324446199984e+002	(1.19184341232944e+002dB,-7.69743505546236e-001°)
2.12813904598234e+002	(1.19184149037757e+002dB,-7.69833857363467e-001°)
2.13304491314620e+002	(1.19183957086774e+002dB,-7.69922692400250e-001°)
2.13796208950185e+002	(1.19183765381544e+002dB,-7.70010022013593e-001°)
2.14289060111968e+002	(1.19183573923612e+002dB,-7.70095857457312e-001°)
2.14783047413015e+002	(1.19183382714507e+002dB,-7.70180210217684e-001°)
2.15278173472399e+002	(1.19183191755764e+002dB,-7.70263091508711e-001°)
2.15774440915228e+002	(1.19183001048900e+002dB,-7.70344512761466e-001°)
2.16271852372664e+002	(1.19182810595402e+002dB,-7.70424485882468e-001°)
2.16770410481931e+002	(1.19182620396796e+002dB,-7.70503021866798e-001°)
2.17270117886336e+002	(1.19182430454560e+002dB,-7.70580132466442e-001°)
2.17770977235277e+002	(1.19182240770160e+002dB,-7.70655829655946e-001°)
2.18272991184261e+002	(1.19182051345080e+002dB,-7.70730124796300e-001°)
2.18776162394916e+002	(1.19181862180780e+002dB,-7.70803029626565e-001°)
2.19280493535006e+002	(1.19181673278693e+002dB,-7.70874556264054e-001°)
2.19785987278443e+002	(1.19181484640283e+002dB,-7.70944716114495e-001°)
2.20292646305306e+002	(1.19181296266960e+002dB,-7.71013521450775e-001°)
2.20800473301851e+002	(1.19181108160157e+002dB,-7.71080983964952e-001°)
2.21309470960524e+002	(1.19180920321280e+002dB,-7.71147115752727e-001°)
2.21819641979982e+002	(1.19180732751730e+002dB,-7.71211928849317e-001°)
2.22330989065101e+002	(1.19180545452906e+002dB,-7.71275435167443e-001°)
2.22843514926991e+002	(1.19180358426172e+002dB,-7.71337647189191e-001°)
2.23357222283013e+002	(1.19180171672923e+002dB,-7.71398576611452e-001°)
2.23872113856794e+002	(1.19179985194497e+002dB,-7.71458236113026e-001°)
2.24388192378237e+002	(1.19179798992272e+002dB,-7.71516637447202e-001°)
2.24905460583538e+002	(1.19179613067562e+002dB,-7.71573793417046e-001°)
2.25423921215203e+002	(1.19179427421714e+002dB,-7.71629716079970e-001°)
2.25943577022057e+002	(1.19179242056063e+002dB,-7.71684417597000e-001°)
2.26464430759266e+002	(1.19179056971898e+002dB,-7.71737910801300e-001°)
2.26986485188342e+002	(1.19178872170534e+002dB,-7.71790207910600e-001°)
2.27509743077166e+002	(1.19178687653248e+002dB,-7.71841321685449e-001°)
2.28034207200001e+002	(1.19178503421337e+002dB,-7.71891264409281e-001°)
2.28559880337502e+002	(1.19178319476080e+002dB,-7.71940048514317e-001°)
2.29086765276736e+002	(1.19178135818722e+002dB,-7.71987686926723e-001°)
2.29614864811195e+002	(1.19177952450511e+002dB,-7.72034192355844e-001°)
2.30144181740810e+002	(1.19177769372709e+002dB,-7.72079577146628e-001°)
2.30674718871966e+002	(1.19177586586532e+002dB,-7.72123854271768e-001°)
2.31206479017518e+002	(1.19177404093195e+002dB,-7.72167036615594e-001°)
2.31739464996806e+002	(1.19177221893920e+002dB,-7.72209136796170e-001°)
2.32273679635669e+002	(1.19177039989925e+002dB,-7.72250167335417e-001°)
2.32809125766459e+002	(1.19176858382362e+002dB,-7.72290141772746e-001°)
2.33345806228058e+002	(1.19176677072439e+002dB,-7.72329072534053e-001°)
2.33883723865894e+002	(1.19176496061315e+002dB,-7.72366972758386e-001°)
2.34422881531950e+002	(1.19176315350147e+002dB,-7.72403855452964e-001°)
2.34963282084789e+002	(1.19176134940095e+002dB,-7.72439733440396e-001°)
2.35504928389559e+002	(1.19175954832292e+002dB,-7.72474619894777e-001°)
2.36047823318015e+002	(1.19175775027861e+002dB,-7.72508527937626e-001°)
2.36591969748533e+002	(1.19175595527930e+002dB,-7.72541470566670e-001°)
2.37137370566123e+002	(1.19175416333596e+002dB,-7.72573461056498e-001°)
2.37684028662445e+002	(1.19175237445978e+002dB,-7.72604512256067e-001°)
2.38231946935826e+002	(1.19175058866133e+002dB,-7.72634637843275e-001°)
2.38781128291275e+002	(1.19174880595164e+002dB,-7.72663850628087e-001°)
2.39331575640496e+002	(1.19174702634125e+002dB,-7.72692164058639e-001°)
2.39883291901906e+002	(1.19174524984076e+002dB,-7.72719591389987e-001°)
2.40436280000650e+002	(1.19174347646045e+002dB,-7.72746146183250e-001°)
2.40990542868616e+002	(1.19174170621106e+002dB,-7.72771841200047e-001°)
2.41546083444450e+002	(1.19173993910250e+002dB,-7.72796690329777e-001°)
2.42102904673574e+002	(1.19173817514510e+002dB,-7.72820706695304e-001°)
2.42661009508198e+002	(1.19173641434882e+002dB,-7.72843903831059e-001°)
2.43220400907338e+002	(1.19173465672359e+002dB,-7.72866295228224e-001°)
2.43781081836831e+002	(1.19173290227928e+002dB,-7.72887894273238e-001°)
2.44343055269353e+002	(1.19173115102560e+002dB,-7.72908714502115e-001°)
2.44906324184430e+002	(1.19172940297216e+002dB,-7.72928769494807e-001°)
2.45470891568459e+002	(1.19172765812859e+002dB,-7.72948072597405e-001°)
2.46036760414718e+002	(1.19172591650425e+002dB,-7.72966637488398e-001°)
2.46603933723389e+002	(1.19172417810837e+002dB,-7.72984477890478e-001°)
2.47172414501568e+002	(1.19172244295020e+002dB,-7.73001607368015e-001°)
2.47742205763284e+002	(1.19172071103902e+002dB,-7.73018039283517e-001°)
2.48313310529512e+002	(1.19171898238356e+002dB,-7.73033787698998e-001°)
2.48885731828194e+002	(1.19171725699290e+002dB,-7.73048866048537e-001°)
2.49459472694250e+002	(1.19171553487567e+002dB,-7.73063288256015e-001°)
2.50034536169598e+002	(1.19171381604088e+002dB,-7.73077067603437e-001°)
2.50610925303166e+002	(1.19171210049671e+002dB,-7.73090218380971e-001°)
2.51188643150912e+002	(1.19171038825208e+002dB,-7.73102753766404e-001°)
2.51767692775840e+002	(1.19170867931503e+002dB,-7.73114688001215e-001°)
2.52348077248012e+002	(1.19170697369393e+002dB,-7.73126034764098e-001°)
2.52929799644569e+002	(1.19170527139700e+002dB,-7.73136807780676e-001°)
2.53512863049745e+002	(1.19170357243217e+002dB,-7.73147021091591e-001°)
2.54097270554884e+002	(1.19170187680777e+002dB,-7.73156688052458e-001°)
2.54683025258458e+002	(1.19170018453116e+002dB,-7.73165823215312e-001°)
2.55270130266078e+002	(1.19169849561044e+002dB,-7.73174439989047e-001°)
2.55858588690518e+002	(1.19169681005330e+002dB,-7.73182552224830e-001°)
2.56448403651725e+002	(1.19169512786708e+002dB,-7.73190174132369e-001°)
2.57039578276840e+002	(1.19169344905935e+002dB,-7.73197319470265e-001°)
2.57632115700211e+002	(1.19169177363742e+002dB,-7.73204002244738e-001°)
2.58226019063413e+002	(1.19169010160857e+002dB,-7.73210236354924e-001°)
2.58821291515262e+002	(1.19168843298009e+002dB,-7.73216035578420e-001°)
2.59417936211834e+002	(1.19168676775868e+002dB,-7.73221414349799e-001°)
2.60015956316480e+002	(1.19168510595157e+002dB,-7.73226386270202e-001°)
2.60615354999842e+002	(1.19168344756546e+002dB,-7.73230965529386e-001°)
2.61216135439873e+002	(1.19168179260727e+002dB,-7.73235165898333e-001°)
2.61818300821851e+002	(1.19168014108336e+002dB,-7.73239001773313e-001°)
2.62421854338396e+002	(1.19167849300049e+002dB,-7.73242486877086e-001°)
2.63026799189490e+002	(1.19167684836492e+002dB,-7.73245635495732e-001°)
2.63633138582490e+002	(1.19167520718310e+002dB,-7.73248461526997e-001°)
2.64240875732146e+002	(1.19167356946129e+002dB,-7.73250978990440e-001°)
2.64850013860622e+002	(1.19167193520550e+002dB,-7.73253202135607e-001°)
2.65460556197505e+002	(1.19167030442184e+002dB,-7.73255144900295e-001°)
2.66072505979832e+002	(1.19166867711620e+002dB,-7.73256821460071e-001°)
2.66685866452099e+002	(1.19166705329456e+002dB,-7.73258245714830e-001°)
2.67300640866282e+002	(1.19166543296244e+002dB,-7.73259432015087e-001°)
2.67916832481854e+002	(1.19166381612557e+002dB,-7.73260394366084e-001°)
2.68534444565802e+002	(1.19166220278945e+002dB,-7.73261146903848e-001°)
2.69153480392642e+002	(1.19166059295953e+002dB,-7.73261703743665e-001°)
2.69773943244443e+002	(1.19165898664115e+002dB,-7.73262078996531e-001°)
2.70395836410835e+002	(1.19165738383956e+002dB,-7.73262286758573e-001°)
2.71019163189035e+002	(1.19165578455984e+002dB,-7.73262341257880e-001°)
2.71643926883859e+002	(1.19165418880714e+002dB,-7.73262256487109e-001°)
2.72270130807741e+002	(1.19165259658623e+002dB,-7.73262046782450e-001°)
2.72897778280754e+002	(1.19165100790208e+002dB,-7.73261726161585e-001°)
2.73526872630621e+002	(1.19164942275931e+002dB,-7.73261308905603e-001°)
2.74157417192738e+002	(1.19164784116283e+002dB,-7.73260808854610e-001°)
2.74789415310189e+002	(1.19164626311688e+002dB,-7.73260240537403e-001°)
2.75422870333766e+002	(1.19164468862598e+002dB,-7.73259618013411e-001°)
2.76057785621984e+002	(1.19164311769476e+002dB,-7.73258955143353e-001°)
2.76694164541100e+002	(1.19164155032713e+002dB,-7.73258266473915e-001°)
2.77332010465133e+002	(1.19163998652745e+002dB,-7.73257565949221e-001°)
2.77971326775878e+002	(1.19163842629958e+002dB,-7.73256867963254e-001°)
2.78612116862926e+002	(1.19163686964783e+002dB,-7.73256186287220e-001°)
2.79254384123682e+002	(1.19163531657571e+002dB,-7.73255535501523e-001°)
2.79898131963385e+002	(1.19163376708729e+002dB,-7.73254929439267e-001°)
2.80543363795120e+002	(1.19163222118620e+002dB,-7.73254382328721e-001°)
2.81190083039842e+002	(1.19163067887583e+002dB,-7.73253908532753e-001°)
2.81838293126393e+002	(1.19162914016000e+002dB,-7.73253521875269e-001°)
2.82487997491519e+002	(1.19162760504179e+002dB,-7.73253236846126e-001°)
2.83139199579886e+002	(1.19162607352479e+002dB,-7.73253067305694e-001°)
2.83791902844103e+002	(1.19162454561195e+002dB,-7.73253027674222e-001°)
2.84446110744739e+002	(1.19162302130671e+002dB,-7.73253131771323e-001°)
2.85101826750338e+002	(1.19162150061189e+002dB,-7.73253393964788e-001°)
2.85759054337442e+002	(1.19161998353046e+002dB,-7.73253828349099e-001°)
2.86417796990605e+002	(1.19161847006526e+002dB,-7.73254449066676e-001°)
2.87078058202416e+002	(1.19161696021907e+002dB,-7.73255270234445e-001°)
2.87739841473514e+002	(1.19161545399463e+002dB,-7.73256305874800e-001°)
2.88403150312607e+002	(1.19161395139443e+002dB,-7.73257570210127e-001°)
2.89067988236494e+002	(1.19161245242092e+002dB,-7.73259077384370e-001°)
2.89734358770079e+002	(1.19161095707662e+002dB,-7.73260841365838e-001°)
2.90402265446391e+002	(1.19160946536376e+002dB,-7.73262876327332e-001°)
2.91071711806607e+002	(1.19160797728456e+002dB,-7.73265196366471e-001°)
2.91742701400063e+002	(1.19160649284119e+002dB,-7.73267815516519e-001°)
2.92415237784279e+002	(1.19160501203557e+002dB,-7.73270747979466e-001°)
2.93089324524978e+002	(1.19160353486978e+002dB,-7.73274007691340e-001°)
2.93764965196099e+002	(1.19160206134562e+002dB,-7.73277608765533e-001°)
2.94442163379821e+002	(1.19160059146490e+002dB,-7.73281565221134e-001°)
2.95120922666584e+002	(1.19159912522930e+002dB,-7.73285891123050e-001°)
2.95801246655100e+002	(1.19159766264044e+002dB,-7.73290600463698e-001°)
2.96483138952379e+002	(1.19159620369970e+002dB,-7.73295707423677e-001°)
2.97166603173747e+002	(1.19159474840870e+002dB,-7.73301225807004e-001°)
2.97851642942864e+002	(1.19159329676872e+002dB,-7.73307169697018e-001°)
2.98538261891740e+002	(1.19159184878091e+002dB,-7.73313553178920e-001°)
2.99226463660763e+002	(1.19159040444657e+002dB,-7.73320390127794e-001°)
2.99916251898709e+002	(1.19158896376675e+002dB,-7.73327694544717e-001°)
3.00607630262767e+002	(1.19158752674245e+002dB,-7.73335480390723e-001°)
3.01300602418556e+002	(1.19158609337458e+002dB,-7.73343761639155e-001°)
3.01995172040145e+002	(1.19158466366399e+002dB,-7.73352552204556e-001°)
3.02691342810074e+002	(1.19158323761136e+002dB,-7.73361866093731e-001°)
3.03389118419370e+002	(1.19158181521743e+002dB,-7.73371717154450e-001°)
3.04088502567571e+002	(1.19158039648286e+002dB,-7.73382119213039e-001°)
3.04789498962741e+002	(1.19157898140806e+002dB,-7.73393086253552e-001°)
3.05492111321494e+002	(1.19157756999342e+002dB,-7.73404632194887e-001°)
3.06196343369011e+002	(1.19157616223928e+002dB,-7.73416770893559e-001°)
3.06902198839058e+002	(1.19157475814612e+002dB,-7.73429516002460e-001°)
3.07609681474013e+002	(1.19157335771374e+002dB,-7.73442881725703e-001°)
3.08318795024878e+002	(1.19157196094268e+002dB,-7.73456881463529e-001°)
3.09029543251301e+002	(1.19157056783264e+002dB,-7.73471529322630e-001°)
3.09741929921600e+002	(1.19156917838362e+002dB,-7.73486839067872e-001°)
3.10455958812778e+002	(1.19156779259557e+002dB,-7.73502824379567e-001°)
3.11171633710544e+002	(1.19156641046819e+002dB,-7.73519499120805e-001°)
3.11888958409335e+002	(1.19156503200134e+002dB,-7.73536876888852e-001°)
3.12607936712337e+002	(1.19156365719443e+002dB,-7.73554971622911e-001°)
3.13328572431500e+002	(1.19156228604719e+002dB,-7.73573796886024e-001°)
3.14050869387563e+002	(1.19156091855905e+002dB,-7.73593366433873e-001°)
3.14774831410073e+002	(1.19155955472941e+002dB,-7.73613693939916e-001°)
3.15500462337404e+002	(1.19155819455750e+002dB,-7.73634793170490e-001°)
3.16227766016779e+002	(1.19155683804265e+002dB,-7.73656677705044e-001°)
3.16956746304290e+002	(1.19155548518417e+002dB,-7.73679361063899e-001°)
3.17687407064918e+002	(1.19155413598089e+002dB,-7.73702857109249e-001°)
3.18419752172553e+002	(1.19155279043204e+002dB,-7.73727179258986e-001°)
3.19153785510016e+002	(1.19155144853653e+002dB,-7.73752341154891e-001°)
3.19889510969080e+002	(1.19155011029314e+002dB,-7.73778356428364e-001°)
3.20626932450486e+002	(1.19154877570083e+002dB,-7.73805238524818e-001°)
3.21366053863971e+002	(1.19154744475816e+002dB,-7.73833001114616e-001°)
3.22106879128283e+002	(1.19154611746403e+002dB,-7.73861657499774e-001°)
3.22849412171203e+002	(1.19154479381680e+002dB,-7.73891221396412e-001°)
3.23593656929567e+002	(1.19154347381521e+002dB,-7.73921706080116e-001°)
3.24339617349288e+002	(1.19154215745748e+002dB,-7.73953125215590e-001°)
3.25087297385373e+002	(1.19154084474214e+002dB,-7.73985492115147e-001°)
3.25836701001947e+002	(1.19153953566739e+002dB,-7.74018820289331e-001°)
3.26587832172274e+002	(1.19153823023162e+002dB,-7.74053123013826e-001°)
3.27340694878777e+002	(1.19153692843288e+002dB,-7.74088413776155e-001°)
3.28095293113057e+002	(1.19153563026932e+002dB,-7.74124705898998e-001°)
3.28851630875921e+002	(1.19153433573896e+002dB,-7.74162012736596e-001°)
3.29609712177396e+002	(1.19153304483978e+002dB,-7.74200347611756e-001°)
3.30369541036752e+002	(1.19153175756971e+002dB,-7.74239723791979e-001°)
3.31131121482529e+002	(1.19153047392654e+002dB,-7.74280154614793e-001°)
3.31894457552548e+002	(1.19152919390800e+002dB,-7.74321653349398e-001°)
3.32659553293942e+002	(1.19152791751191e+002dB,-7.74364233159639e-001°)
3.33426412763172e+002	(1.19152664473584e+002dB,-7.74407907312990e-001°)
3.34195040026051e+002	(1.19152537557735e+002dB,-7.74452689024441e-001°)
3.34965439157764e+002	(1.19152411003396e+002dB,-7.74498591464528e-001°)
3.35737614242891e+002	(1.19152284810312e+002dB,-7.74545627771932e-001°)
3.36511569375427e+002	(1.19152158978215e+002dB,-7.74593811150927e-001°)
3.37287308658805e+002	(1.19152033506851e+002dB,-7.74643154591207e-001°)
3.38064836205918e+002	(1.19151908395927e+002dB,-7.74693671332323e-001°)
3.38844156139138e+002	(1.19151783645175e+002dB,-7.74745374348109e-001°)
3.39625272590344e+002	(1.19151659254320e+002dB,-7.74798276588373e-001°)
3.40408189700936e+002	(1.19151535223036e+002dB,-7.74852391349946e-001°)
3.41192911621864e+002	(1.19151411551054e+002dB,-7.74907731395056e-001°)
3.41979442513644e+002	(1.19151288238057e+002dB,-7.74964309802209e-001°)
3.42767786546385e+002	(1.19151165283718e+002dB,-7.75022139650614e-001°)
3.43557947899810e+002	(1.19151042687760e+002dB,-7.75081233571713e-001°)
3.44349930763273e+002	(1.19150920449822e+002dB,-7.75141604765160e-001°)
3.45143739335791e+002	(1.19150798569586e+002dB,-7.75203266051269e-001°)
3.45939377826056e+002	(1.19150677046726e+002dB,-7.75266230224657e-001°)
3.46736850452466e+002	(1.19150555880892e+002dB,-7.75330510213837e-001°)
3.47536161443140e+002	(1.19150435071740e+002dB,-7.75396118813635e-001°)
3.48337315035946e+002	(1.19150314618928e+002dB,-7.75463068754683e-001°)
3.49140315478520e+002	(1.19150194522087e+002dB,-7.75531372898315e-001°)
3.49945167028291e+002	(1.19150074780853e+002dB,-7.75601044011196e-001°)
3.50751873952501e+002	(1.19149955394861e+002dB,-7.75672094789409e-001°)
3.51560440528231e+002	(1.19149836363745e+002dB,-7.75744537887632e-001°)
3.52370871042420e+002	(1.19149717687113e+002dB,-7.75818386057874e-001°)
3.53183169791890e+002	(1.19149599364583e+002dB,-7.75893651962270e-001°)
3.53997341083367e+002	(1.19149481395772e+002dB,-7.75970348164953e-001°)
3.54813389233508e+002	(1.19149363780275e+002dB,-7.76048487354847e-001°)
3.55631318568918e+002	(1.19149246517695e+002dB,-7.76128082083281e-001°)
3.56451133426176e+002	(1.19149129607628e+002dB,-7.76209144899032e-001°)
3.57272838151861e+002	(1.19149013049653e+002dB,-7.76291688401417e-001°)
3.58096437102568e+002	(1.19148896843366e+002dB,-7.76375725026155e-001°)
3.58921934644937e+002	(1.19148780988336e+002dB,-7.76461267325285e-001°)
3.59749335155674e+002	(1.19148665484143e+002dB,-7.76548327710868e-001°)
3.60578643021574e+002	(1.19148550330357e+002dB,-7.76636918617579e-001°)
3.61409862639544e+002	(1.19148435526530e+002dB,-7.76727052537370e-001°)
3.62242998416630e+002	(1.19148321072227e+002dB,-7.76818741823721e-001°)
